Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8205,0.8205,0.8397,0.8409
2,0.8237,0.8234,0.8397,0.8407
3,0.8301,0.8302,0.8429,0.8437
4,0.8141,0.8144,0.8397,0.8407
5,0.8237,0.8237,0.8397,0.8408
6,0.8173,0.8172,0.8429,0.8437
7,0.8205,0.8204,0.8365,0.8377
8,0.8173,0.8174,0.8365,0.8372
9,0.8205,0.8203,0.8397,0.8410
10,0.8237,0.8237,0.8365,0.8379
