Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.6560,0.1967,0.6558,0.1536,0.6561,0.2268,0.6561,0.2198,0.7470,0.0930,0.9659,0.5650
2,0.009901,0.6543,0.2025,0.6541,0.1575,0.6544,0.2294,0.6544,0.2206,0.7472,0.0938,0.9661,0.5560
3,0.009901,0.6544,0.1930,0.6542,0.1489,0.6545,0.2241,0.6545,0.2167,0.7485,0.0896,0.9628,0.5479
4,0.009901,0.6563,0.2011,0.6561,0.1556,0.6564,0.2310,0.6564,0.2222,0.7517,0.0898,0.9661,0.5704
5,0.009901,0.6536,0.1965,0.6534,0.1514,0.6537,0.2266,0.6536,0.2191,0.7464,0.0928,0.9668,0.5737
6,0.009901,0.6593,0.2046,0.6591,0.1585,0.6594,0.2336,0.6593,0.2247,0.7471,0.0889,0.9674,0.5658
7,0.009901,0.6513,0.1885,0.6512,0.1483,0.6514,0.2184,0.6514,0.2132,0.7478,0.0939,0.9683,0.5969
8,0.009901,0.6549,0.2016,0.6547,0.1532,0.6549,0.2241,0.6549,0.2151,0.7494,0.0935,0.9665,0.5578
9,0.009901,0.6453,0.1843,0.6452,0.1436,0.6454,0.2130,0.6454,0.2055,0.7519,0.0943,0.9636,0.5359
10,0.009901,0.6520,0.1918,0.6518,0.1496,0.6521,0.2228,0.6521,0.2158,0.7480,0.0921,0.9668,0.5568
