tag,mechanism,epsilon,seconds
dp_perturb,rr_dp,15.0,8.982498
dp_train,rr_dp,15.0,8.137125
dp_perturb,rr_dp,15.0,9.101062
dp_train,rr_dp,15.0,9.348689
dp_perturb,rr_dp,15.0,9.123139
dp_train,rr_dp,15.0,8.336456
dp_perturb,rr_dp,15.0,9.825945
dp_train,rr_dp,15.0,8.544266
dp_perturb,rr_dp,15.0,9.567114
dp_train,rr_dp,15.0,9.074093
dp_perturb,rr_dp,15.0,9.388500
dp_train,rr_dp,15.0,8.658472
dp_perturb,rr_dp,15.0,9.748213
dp_train,rr_dp,15.0,7.957775
dp_perturb,rr_dp,15.0,8.516876
dp_train,rr_dp,15.0,8.200852
dp_perturb,laplace_dp,15.0,15.148241
dp_train,laplace_dp,15.0,9.315189
dp_perturb,laplace_dp,15.0,16.113536
dp_train,laplace_dp,15.0,8.968260
dp_perturb,laplace_dp,15.0,17.945139
dp_train,laplace_dp,15.0,9.437569
dp_perturb,laplace_dp,15.0,17.839368
dp_train,laplace_dp,15.0,8.583312
dp_perturb,laplace_dp,15.0,16.748846
dp_train,laplace_dp,15.0,8.689973
dp_perturb,laplace_dp,15.0,15.705262
dp_train,laplace_dp,15.0,8.969101
dp_perturb,laplace_dp,15.0,17.974871
dp_train,laplace_dp,15.0,8.485681
dp_perturb,laplace_dp,15.0,17.204212
dp_train,laplace_dp,15.0,8.603306
dp_perturb,laplace_dp,15.0,16.545065
dp_train,laplace_dp,15.0,8.474699
dp_perturb,laplace_dp,15.0,17.514998
dp_train,laplace_dp,15.0,11.501615
