Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.7109,0.1832,0.7083,0.0683,0.7117,0.2384,0.7117,0.2273,0.8731,0.0892,0.8371,0.0937
2,0.009901,0.7112,0.1820,0.7085,0.0672,0.7120,0.2366,0.7120,0.2255,0.8735,0.0904,0.8478,0.1303
3,0.009901,0.7092,0.1830,0.7066,0.0675,0.7100,0.2376,0.7100,0.2266,0.8744,0.0908,0.8404,0.0980
4,0.009901,0.7110,0.1827,0.7084,0.0678,0.7119,0.2386,0.7119,0.2295,0.8743,0.0910,0.8494,0.1256
5,0.009901,0.7104,0.1800,0.7078,0.0672,0.7113,0.2358,0.7113,0.2265,0.8737,0.0916,0.8410,0.1020
6,0.009901,0.7109,0.1824,0.7083,0.0693,0.7117,0.2391,0.7117,0.2305,0.8742,0.0915,0.8253,0.0853
7,0.009901,0.7105,0.1832,0.7080,0.0693,0.7113,0.2385,0.7113,0.2291,0.8740,0.0912,0.8438,0.0976
8,0.009901,0.7120,0.1841,0.7094,0.0688,0.7128,0.2386,0.7128,0.2274,0.8736,0.0913,0.8273,0.1138
9,0.009901,0.7086,0.1802,0.7060,0.0670,0.7094,0.2348,0.7094,0.2250,0.8743,0.0903,0.8412,0.1163
10,0.009901,0.7107,0.1799,0.7081,0.0680,0.7115,0.2349,0.7116,0.2259,0.8743,0.0921,0.8234,0.0788
