Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.5705,0.5161,0.5449,0.4869
2,0.6090,0.6053,0.5897,0.5869
3,0.6090,0.5492,0.5769,0.5157
4,0.6218,0.6177,0.6442,0.6408
5,0.6058,0.5484,0.5481,0.4892
6,0.6474,0.6476,0.6090,0.6067
7,0.5962,0.5890,0.6154,0.6095
8,0.5705,0.5644,0.6122,0.6049
9,0.6282,0.6216,0.6058,0.5909
10,0.6122,0.6066,0.6314,0.6227
