Run,Prevalence,common_neighbors_AUC,common_neighbors_AP,jaccard_AUC,jaccard_AP,adamic_adar_AUC,adamic_adar_AP,resource_allocation_AUC,resource_allocation_AP,preferential_attachment_AUC,preferential_attachment_AP,embedding_cosine_AUC,embedding_cosine_AP
1,0.009901,0.5160,0.0121,0.5159,0.0111,0.5160,0.0117,0.5160,0.0116,0.6217,0.0281,0.7000,0.0275
2,0.009901,0.5139,0.0118,0.5139,0.0110,0.5139,0.0116,0.5139,0.0115,0.6198,0.0355,0.6932,0.0254
3,0.009901,0.5143,0.0115,0.5143,0.0111,0.5143,0.0114,0.5143,0.0114,0.6054,0.0330,0.7004,0.0282
4,0.009901,0.5157,0.0119,0.5157,0.0111,0.5157,0.0116,0.5157,0.0116,0.6011,0.0294,0.6987,0.0287
5,0.009901,0.5143,0.0115,0.5143,0.0110,0.5143,0.0116,0.5143,0.0116,0.6129,0.0340,0.6980,0.0270
6,0.009901,0.5151,0.0129,0.5150,0.0113,0.5151,0.0123,0.5151,0.0121,0.6077,0.0307,0.7034,0.0287
7,0.009901,0.5152,0.0118,0.5152,0.0111,0.5152,0.0117,0.5152,0.0117,0.6083,0.0331,0.6986,0.0299
8,0.009901,0.5123,0.0120,0.5123,0.0109,0.5123,0.0115,0.5123,0.0114,0.6015,0.0297,0.6821,0.0289
9,0.009901,0.5123,0.0114,0.5122,0.0109,0.5123,0.0117,0.5123,0.0113,0.6097,0.0294,0.6938,0.0256
10,0.009901,0.5147,0.0120,0.5147,0.0113,0.5147,0.0115,0.5147,0.0114,0.6083,0.0271,0.6955,0.0268
