Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8963,0.8963,0.8872,0.8875
2,0.9055,0.9050,0.8750,0.8745
3,0.9055,0.9055,0.8720,0.8721
4,0.9085,0.9076,0.8720,0.8715
5,0.9024,0.9028,0.8750,0.8750
6,0.9116,0.9112,0.8780,0.8777
7,0.9024,0.9013,0.8689,0.8690
8,0.8841,0.8839,0.8689,0.8691
9,0.9085,0.9076,0.8659,0.8657
10,0.9116,0.9117,0.8720,0.8717
