Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8963,0.8960,0.8415,0.8403
2,0.8659,0.8655,0.8476,0.8474
3,0.8720,0.8703,0.8567,0.8543
4,0.8811,0.8798,0.8445,0.8445
5,0.9024,0.9015,0.8445,0.8445
6,0.8811,0.8808,0.8598,0.8598
7,0.8628,0.8622,0.8537,0.8533
8,0.8659,0.8637,0.8445,0.8432
9,0.8902,0.8896,0.8720,0.8722
10,0.8720,0.8728,0.8537,0.8538
