Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.9085,0.9083,0.8476,0.8476
2,0.9055,0.9056,0.8445,0.8438
3,0.9116,0.9115,0.8323,0.8309
4,0.8994,0.8991,0.8140,0.8139
5,0.9146,0.9148,0.8323,0.8314
6,0.9146,0.9147,0.8354,0.8347
7,0.9085,0.9077,0.8293,0.8286
8,0.9085,0.9076,0.8384,0.8369
9,0.9207,0.9205,0.8323,0.8339
10,0.9085,0.9086,0.8445,0.8453
