Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.5737,0.5208,0.5577,0.4984
2,0.6314,0.6245,0.5929,0.5895
3,0.6154,0.5561,0.5994,0.5357
4,0.6346,0.6344,0.6506,0.6495
5,0.5609,0.5078,0.5577,0.4974
6,0.6699,0.6699,0.6250,0.6229
7,0.5801,0.5644,0.6250,0.6131
8,0.5769,0.5743,0.6378,0.6342
9,0.6474,0.6445,0.6058,0.5982
10,0.6378,0.6344,0.6571,0.6521
