Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.8109,0.8109,0.8269,0.8270
2,0.7853,0.7851,0.8237,0.8242
3,0.8045,0.8043,0.8173,0.8173
4,0.7981,0.7966,0.8173,0.8170
5,0.7981,0.7982,0.8301,0.8305
6,0.7949,0.7929,0.8173,0.8173
7,0.8013,0.8014,0.8269,0.8273
8,0.7788,0.7812,0.7949,0.7957
9,0.8109,0.8104,0.8494,0.8493
10,0.8077,0.8062,0.8301,0.8304
