Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.4383,0.4116,0.3951,0.3671
2,0.4228,0.4017,0.3889,0.3732
3,0.4475,0.4313,0.3981,0.3906
4,0.4043,0.3832,0.4228,0.3988
5,0.4105,0.3927,0.4167,0.3992
6,0.4383,0.4250,0.4167,0.4150
7,0.4105,0.3779,0.4074,0.3833
8,0.4012,0.3686,0.3858,0.3565
9,0.4105,0.3796,0.3951,0.3591
10,0.3395,0.3227,0.4012,0.3889
