Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.6790,0.6524,0.3858,0.3572
2,0.7006,0.6737,0.3858,0.3708
3,0.7222,0.7004,0.3920,0.3842
4,0.7191,0.6948,0.4321,0.4112
5,0.7160,0.6964,0.4167,0.3964
6,0.7099,0.7001,0.4043,0.4009
7,0.6944,0.6657,0.3981,0.3768
8,0.7160,0.6866,0.3889,0.3598
9,0.7160,0.7076,0.3981,0.3898
10,0.7037,0.6821,0.4012,0.3790
