Run,Test Accuracy,Test F1,Val Accuracy,Val F1
1,0.6914,0.6750,0.7222,0.7053
2,0.7037,0.6877,0.7222,0.7052
3,0.7346,0.7185,0.7191,0.7083
4,0.7099,0.6877,0.7191,0.6978
5,0.7006,0.6734,0.7068,0.6775
6,0.7191,0.7079,0.7253,0.7129
7,0.6975,0.6785,0.7191,0.7042
8,0.7222,0.6929,0.7006,0.6722
9,0.7438,0.7301,0.7160,0.7010
10,0.7222,0.7020,0.7346,0.7119
